hospital_name,city,state,county_name,hospital_overall_rating
ADVENTIST HEALTH CASTLE,KAILUA,Hawaii,Honolulu,4.0
FLOYD MEDICAL CENTER,ROME,Georgia,Floyd,4.0
KAISER FOUNDATION HOSPITAL - SACRAMENTO,SACRAMENTO,California,Sacramento,3.0
PENINSULA REGIONAL MEDICAL CENTER,SALISBURY,Maryland,Wicomico,5.0
CAPITAL REGION MEDICAL CENTER,JEFFERSON CITY,Missouri,Cole,3.0
DOCTORS'  COMMUNITY HOSPITAL,LANHAM,Maryland,Prince georges,3.0
MERCYONE NEWTON MEDICAL CENTER,NEWTON,Iowa,Jasper,5.0
CENTURA HEALTH-ST THOMAS MORE HOSPITAL,CANON CITY,Colorado,Fremont,3.0
BAYLOR SCOTT & WHITE PAVILION - TEMPLE,TEMPLE,Texas,Bell,4.0
BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS,HEBER SPRINGS,Arkansas,Cleburne,4.0
ROANE GENERAL HOSPITAL,SPENCER,West Virginia,Roane,3.0
CAROMONT REGIONAL MEDICAL CENTER,GASTONIA,North Carolina,Gaston,2.0
VENTURA COUNTY MEDICAL CENTER,VENTURA,California,Ventura,2.0
EXCELA HEALTH LATROBE HOSPITAL,LATROBE,Pennsylvania,Westmoreland,4.0
KOSCIUSKO COMMUNITY HOSPITAL,WARSAW,Indiana,Kosciusko,3.0
THEDACARE REGIONAL MEDICAL CENTER - APPLETON INC,APPLETON,Wisconsin,Outagamie,4.0
BARTOW REGIONAL MEDICAL CENTER,BARTOW,Florida,Polk,3.0
EASTERN MAINE MEDICAL CENTER,BANGOR,Maine,Penobscot,2.0
MERCY HEALTH SYSTEM CORP,JANESVILLE,Wisconsin,Rock,2.0
SHANDS JACKSONVILLE,JACKSONVILLE,Florida,Duval,3.0
MEMORIAL HERMANN HOSPITAL SYSTEM,HOUSTON,Texas,Harris,2.0
MONTROSE MEMORIAL HOSPITAL,MONTROSE,Colorado,Montrose,5.0
MASSACHUSETTS GENERAL HOSPITAL,BOSTON,Massachusetts,Suffolk,5.0
UNIVERSITY OF KENTUCKY HOSPITAL,LEXINGTON,Kentucky,Fayette,1.0
SPECTRUM HEALTH UNITED HOSPITAL,GREENVILLE,Michigan,Montcalm,4.0
AMITA HEALTH RESURRECTION MEDICAL CENTER,CHICAGO,Illinois,Cook,5.0
MERITER HOSPITAL,MADISON,Wisconsin,Dane,5.0
MUNSON HEALTHCARE CADILLAC HOSPITAL,CADILLAC,Michigan,Wexford,5.0
PERSHING MEMORIAL HOSPITAL,BROOKFIELD,Missouri,Linn,4.0
MAYAGUEZ MEDICAL CENTER,MAYAGUEZ,Puerto Rico,Mayaguez,2.0
CHIPPEWA COUNTY HOSPITAL,MONTEVIDEO,Minnesota,Chippewa,2.0
TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,PLANO,Texas,Collin,3.0
RICHLAND HOSPITAL,RICHLAND CENTER,Wisconsin,Richland,4.0
SENTARA OBICI HOSPITAL,SUFFOLK,Virginia,Suffolk city,4.0
MCBRIDE ORTHOPEDIC HOSPITAL,OKLAHOMA CITY,Oklahoma,Oklahoma,5.0
OCHSNER LSU HEALTH SHREVEPORT,SHREVEPORT,Louisiana,Caddo,1.0
MAURY REGIONAL HOSPITAL,COLUMBIA,Tennessee,Maury,4.0
MINISTRY GOOD SAMARITAN HEALTH CTR,MERRILL,Wisconsin,Lincoln,4.0
SPRINGFIELD REGIONAL MEDICAL CENTER,SPRINGFIELD,Ohio,Clark,3.0
RAPPAHANNOCK GENERAL HOSPITAL,KILMARNOCK,Virginia,Lancaster,3.0
TWIN CITIES COMMUNITY HOSPITAL,TEMPLETON,California,San luis obispo,1.0
"OCHSNER MEDICAL CENTER - NORTHSHORE, L L C",SLIDELL,Louisiana,St. tammany,3.0
NORTHSIDE HOSPITAL FORSYTH,CUMMING,Georgia,Forsyth,5.0
TRI COUNTY HOSPITAL,WADENA,Minnesota,Wadena,4.0
CHATUGE REGIONAL HOSPITAL,HIAWASSEE,Georgia,Towns,4.0
MERCYONE NORTH IOWA MEDICAL CENTER,MASON CITY,Iowa,Cerro gordo,3.0
JOHN DEMPSEY HOSPITAL,FARMINGTON,Connecticut,Hartford,3.0
PIGGOTT COMMUNITY HOSPITAL,PIGGOTT,Arkansas,Clay,2.0
NAVICENT HEALTH BALDWIN,MILLEDGEVILLE,Georgia,Baldwin,3.0
EXCELA HEALTH - FRICK HOSPITAL,MOUNT PLEASANT,Pennsylvania,Westmoreland,4.0
MONROE COUNTY MEDICAL CENTER,TOMPKINSVILLE,Kentucky,Monroe,2.0
WOMANS HOSPITAL,BATON ROUGE,Louisiana,E. baton rouge,4.0
REDINGTON FAIRVIEW GENERAL HOSPITAL,SKOWHEGAN,Maine,Somerset,5.0
VIDANT ROANOKE CHOWAN HOSPITAL,AHOSKIE,North Carolina,Hertford,3.0
MAINE GENERAL MEDICAL CENTER,AUGUSTA,Maine,Kennebec,4.0
NORTHEAST HOSPITAL CORPORATION,BEVERLY,Massachusetts,Essex,3.0
MARTHA'S VINEYARD HOSPITAL INC,OAK BLUFFS,Massachusetts,Dukes,4.0
PIEDMONT FAYETTE HOSPITAL,FAYETTEVILLE,Georgia,Fayette,2.0
ABRAZO SCOTTSDALE CAMPUS,PHOENIX,Arizona,Maricopa,3.0
DAVIS MEDICAL CENTER,ELKINS,West Virginia,Randolph,4.0
KALKASKA MEMORIAL HEALTH CENTER,KALKASKA,Michigan,Kalkaska,4.0
INOVA FAIRFAX HOSPITAL,FALLS CHURCH,Virginia,Fairfax,5.0
BARNES-KASSON COUNTY HOSPITAL,SUSQUEHANNA,Pennsylvania,Susquehanna,2.0
ELMHURST MEMORIAL HOSPITAL,ELMHURST,Illinois,Du page,5.0
OVIEDO MEDICAL CENTER,OVIEDO,Florida,Seminole,4.0
BEAUMONT HOSPITAL - DEARBORN,DEARBORN,Michigan,Wayne,3.0
NORTHERN INYO HOSPITAL,BISHOP,California,Inyo,3.0
SPOTSYLVANIA REGIONAL MEDICAL CENTER,FREDERICKSBURG,Virginia,Spotsylvania,3.0
"COMMUNITY HOSPITAL SOUTH, INC.",INDIANAPOLIS,Indiana,Marion,4.0
MARQUETTE GENERAL HOSPITAL,MARQUETTE,Michigan,Marquette,2.0
LAKEVIEW HOSPITAL,BOUNTIFUL,Utah,Davis,4.0
MERCY HOSPITAL WASHINGTON,WASHINGTON,Missouri,Franklin,4.0
CORONA REGIONAL MEDICAL CENTER,CORONA,California,Riverside,3.0
BAKERSFIELD MEMORIAL HOSPITAL,BAKERSFIELD,California,Kern,2.0
JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY,ALTUS,Oklahoma,Jackson,2.0
PRATT REGIONAL MEDICAL CENTER,PRATT,Kansas,Pratt,4.0
OSF SAINT ANTHONY'S HEALTH CENTER,ALTON,Illinois,Madison,3.0
ROXBOROUGH MEMORIAL HOSPITAL,PHILADELPHIA,Pennsylvania,Philadelphia,2.0
HOWARD YOUNG MEDICAL CENTER,WOODRUFF,Wisconsin,Vilas,4.0
TEXOMA MEDICAL CENTER,DENISON,Texas,Grayson,2.0
COVENANT MEDICAL CENTER,LUBBOCK,Texas,Lubbock,3.0
LAVACA MEDICAL CENTER,HALLETTSVILLE,Texas,Lavaca,5.0
SIOUX CENTER HEALTH,SIOUX CENTER,Iowa,Sioux,4.0
THE JEWISH HOSPITAL-MERCY HEALTH,CINCINNATI,Ohio,Hamilton,4.0
SAINT AGNES HOSPITAL,BALTIMORE,Maryland,Baltimore city,2.0
METROWEST MEDICAL CENTER,FRAMINGHAM,Massachusetts,Middlesex,3.0
NEW YORK UNIVERSITY LANGONE MEDICAL CENTER,NEW YORK,New York,New york,5.0
RIVERVIEW REGIONAL MEDICAL CENTER,CARTHAGE,Tennessee,Smith,4.0
SUTTER SANTA ROSA REGIONAL HOSPITAL,SANTA ROSA,California,Sonoma,5.0
WELLSPAN EPHRATA COMMUNITY HOSPITAL,EPHRATA,Pennsylvania,Lancaster,4.0
READING HOSPITAL,WEST READING,Pennsylvania,Berks,5.0
BETHESDA  HOSPITAL INC,BOYNTON BEACH,Florida,Palm beach,3.0
SHARP CORONADO HOSPITAL AND HLTHCR CTR,CORONADO,California,San diego,5.0
CLAY COUNTY HOSPITAL,ASHLAND,Alabama,Clay,4.0
OAK HILL HOSPITAL,BROOKSVILLE,Florida,Hernando,2.0
ST LUKES HOSPITAL,CHESTERFIELD,Missouri,St. louis,5.0
AVERA ST BENEDICT HEALTH CENTER - CAH,PARKSTON,South Dakota,Hutchinson,3.0
WEST FLORIDA HOSPITAL,PENSACOLA,Florida,Escambia,3.0
CRISP REGIONAL HOSPITAL,CORDELE,Georgia,Crisp,3.0
"ST JOHN MEDICAL CENTER, INC",TULSA,Oklahoma,Tulsa,2.0
ADVENTHEALTH ORLANDO,ORLANDO,Florida,Orange,4.0
DARDANELLE HOSPITAL,DARDANELLE,Arkansas,Yell,2.0
BAYLOR SCOTT & WHITE THE HEART HOSPITAL - PLANO,PLANO,Texas,Collin,5.0
FORT DEFIANCE INDIAN HOSPITAL,FORT DEFIANCE,Arizona,Apache,3.0
MERCY HEALTH - CLERMONT HOSPITAL,BATAVIA,Ohio,Clermont,4.0
BIBB MEDICAL CENTER,CENTREVILLE,Alabama,Bibb,3.0
EVANGELICAL COMMUNITY HOSPITAL,LEWISBURG,Pennsylvania,Union,4.0
INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL,MONTICELLO,Indiana,White,4.0
FAIRFIELD MEMORIAL HOSPITAL 1,FAIRFIELD,Illinois,Wayne,4.0
CITIZENS BAPTIST MEDICAL CENTER,TALLADEGA,Alabama,Talladega,3.0
MEMORIAL HOSPITAL SWEETWATER COUNTY,ROCK SPRINGS,Wyoming,Sweetwater,4.0
SPENCER MUNICIPAL HOSPITAL,SPENCER,Iowa,Clay,4.0
PUNXSUTAWNEY AREA HOSPITAL,PUNXSUTAWNEY,Pennsylvania,Jefferson,4.0
CORNING HOSPITAL,CORNING,New York,Steuben,3.0
LOVELACE MEDICAL CENTER,ALBUQUERQUE,New Mexico,Bernalillo,4.0
THE MCDOWELL HOSPITAL,MARION,North Carolina,Mc dowell,4.0
SACRED HEART UNIVERSITY DISTRICT,EUGENE,Oregon,Lane,3.0
CROSSROADS COMMUNITY HOSPITAL,MOUNT VERNON,Illinois,Jefferson,3.0
GREENWOOD LEFLORE HOSPITAL,GREENWOOD,Mississippi,Leflore,2.0
DESERT SPRINGS HOSPITAL,LAS VEGAS,Nevada,Clark,1.0
PRESTON MEMORIAL HOSPITAL,KINGWOOD,West Virginia,Preston,5.0
ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,SAN FRANCISCO,California,San francisco,1.0
MEMORIAL HERMANN MEMORIAL CITY HOSPITAL,HOUSTON,Texas,Harris,4.0
GOV JUAN F LUIS HOSPITAL & MEDICAL CTR,ST CROIX,Virgin Islands,Saint croix island,3.0
ST VINCENT CHARITY MEDICAL CENTER,CLEVELAND,Ohio,Cuyahoga,4.0
ST ELIZABETH EDGEWOOD,EDGEWOOD,Kentucky,Kenton,4.0
FRANCES MAHON DEACONESS HOSPITAL,GLASGOW,Montana,Valley,4.0
COMMUNITY HOSPITAL ASSOCIATION,FAIRFAX,Missouri,Atchison,4.0
UINTAH BASIN MEDICAL CENTER,ROOSEVELT,Utah,Duchesne,3.0
ASCENSION ST VINCENT'S RIVERSIDE,JACKSONVILLE,Florida,Duval,2.0
EAST JEFFERSON GENERAL HOSPITAL,METAIRIE,Louisiana,Jefferson,4.0
ST BERNARD HOSPITAL,CHICAGO,Illinois,Cook,2.0
LAKE CHARLES MEMORIAL HOSPITAL,LAKE CHARLES,Louisiana,Calcasieu,3.0
HOLDENVILLE GENERAL HOSPITAL,HOLDENVILLE,Oklahoma,Hughes,4.0
COMMUNITY HOSPITAL NORTH,INDIANAPOLIS,Indiana,Marion,3.0
WICKENBURG COMMUNITY HOSPITAL,WICKENBURG,Arizona,Maricopa,3.0
SCOTLAND MEMORIAL HOSPITAL,LAURINBURG,North Carolina,Scotland,3.0
STRINGFELLOW MEMORIAL HOSPITAL,ANNISTON,Alabama,Calhoun,2.0
MILLER COUNTY HOSPITAL,COLQUITT,Georgia,Miller,3.0
RONALD REAGAN UCLA MEDICAL CENTER,LOS ANGELES,California,Los angeles,4.0
MINERS' COLFAX MEDICAL CENTER,RATON,New Mexico,Colfax,3.0
ST MARYS HOSPITAL AND CLINICS,COTTONWOOD,Idaho,Idaho,4.0
YALE-NEW HAVEN HOSPITAL,NEW HAVEN,Connecticut,New haven,3.0
ADVENTHEALTH NORTH PINELLAS,TARPON SPRINGS,Florida,Pinellas,4.0
EASTLAND MEMORIAL HOSPITAL,EASTLAND,Texas,Eastland,4.0
OZARK HEALTH,CLINTON,Arkansas,Van buren,3.0
CHI ST ALEXIUS HEALTH DICKINSON,DICKINSON,North Dakota,Stark,4.0
SENTARA MARTHA JEFFERSON HOSPITAL,CHARLOTTESVILLE,Virginia,Albemarle,5.0
FORKS COMMUNITY HOSPITAL,FORKS,Washington,Clallam,3.0
MISSOURI BAPTIST SULLIVAN HOSPITAL,SULLIVAN,Missouri,Franklin,4.0
HIALEAH HOSPITAL,HIALEAH,Florida,Miami-dade,2.0
REID HOSPITAL & HEALTH CARE SERVICES,RICHMOND,Indiana,Wayne,4.0
STATEN ISLAND UNIVERSITY HOSPITAL,STATEN ISLAND,New York,Richmond,1.0
PETALUMA VALLEY HOSPITAL,PETALUMA,California,Sonoma,3.0
EAST TEXAS MEDICAL CENTER - CARTHAGE,CARTHAGE,Texas,Panola,2.0
INSPIRA MEDICAL CENTER WOODBURY,WOODBURY,New Jersey,Gloucester,2.0
EAST MORGAN COUNTY HOSPITAL,BRUSH,Colorado,Morgan,3.0
GREENBRIER VALLEY MEDICAL CENTER,RONCEVERTE,West Virginia,Greenbrier,4.0
ST PETER'S HOSPITAL,ALBANY,New York,Albany,2.0
CENTINELA HOSPITAL MEDICAL CENTER,INGLEWOOD,California,Los angeles,4.0
TYLER MEMORIAL HOSPITAL,TUNKHANNOCK,Pennsylvania,Wyoming,5.0
MID-COLUMBIA MEDICAL CENTER,THE DALLES,Oregon,Wasco,4.0
BRONX-LEBANON HOSPITAL CENTER - CONCOURSE DIVISION,BRONX,New York,Bronx,1.0
BAPTIST MEDICAL CENTER-LEAKE,CARTHAGE,Mississippi,Leake,3.0
NEWARK BETH ISRAEL MEDICAL CENTER,NEWARK,New Jersey,Essex,3.0
QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,California,Napa,4.0
OWENSBORO HEALTH MUHLENBERG COMMUNITY HOSPITAL,GREENVILLE,Kentucky,Muhlenberg,5.0
CAROLINA PINES REGIONAL MEDICAL CENTER,HARTSVILLE,South Carolina,Darlington,3.0
LINCOLN COUNTY MEDICAL CENTER,TROY,Missouri,Lincoln,4.0
KAWEAH DELTA MEDICAL CENTER,VISALIA,California,Tulare,2.0
LEHIGH VALLEY HOSPITAL,ALLENTOWN,Pennsylvania,Lehigh,3.0
AIKEN REGIONAL MEDICAL CENTER,AIKEN,South Carolina,Aiken,2.0
MERCY HOSPITAL FORT SMITH,FORT SMITH,Arkansas,Sebastian,4.0
JEFFERSON REGIONAL MEDICAL CENTER,PINE BLUFF,Arkansas,Jefferson,1.0
CRENSHAW COMMUNITY HOSPITAL,LUVERNE,Alabama,Crenshaw,4.0
STARR REGIONAL MEDICAL CENTER ATHENS,ATHENS,Tennessee,Mc minn,2.0
TEMPLE UNIVERSITY HOSPITAL,PHILADELPHIA,Pennsylvania,Philadelphia,2.0
ST JOSEPH'S HOSPITAL,TUCSON,Arizona,Pima,2.0
LAKE CITY MEDICAL CENTER,LAKE CITY,Florida,Columbia,3.0
BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE,ROWLETT,Texas,Dallas,3.0
OGDEN REGIONAL MEDICAL CENTER,OGDEN,Utah,Weber,3.0
ST CHARLES PARISH HOSPITAL,LULING,Louisiana,St. charles,4.0
ST LUKE'S MEDICAL CENTER,PHOENIX,Arizona,Maricopa,4.0
MERCYHEALTH HOSPITAL ROCKTON AVENUE,ROCKFORD,Illinois,Winnebago,2.0
JOHN H STROGER JR HOSPITAL,CHICAGO,Illinois,Cook,1.0
ST JOSEPH'S MEDICAL CENTER OF STOCKTON,STOCKTON,California,San joaquin,1.0
RUSSELL REGIONAL HOSPITAL,RUSSELL,Kansas,Russell,2.0
ST VINCENT HOSPITAL & HEALTH SERVICES,INDIANAPOLIS,Indiana,Marion,4.0
EVERGREENHEALTH MEDICAL CENTER,KIRKLAND,Washington,King,5.0
MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL,GAYLORD,Michigan,Otsego,3.0
LAKE HEALTH,CONCORD,Ohio,Lake,3.0
COMMUNITY MEMORIAL HOSPITAL,SOUTH HILL,Virginia,Mecklenburg,3.0
ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,ROCKVILLE,Maryland,Montgomery,5.0
WILLIAMSON MEDICAL CENTER,FRANKLIN,Tennessee,Williamson,4.0
SAMPSON REGIONAL MEDICAL CENTER,CLINTON,North Carolina,Sampson,3.0
METHODIST MEDICAL CENTER OF OAK RIDGE,OAK RIDGE,Tennessee,Anderson,1.0
"UNITED HEALTH SERVICES HOSPITALS, INC",BINGHAMTON,New York,Broome,1.0
BLANCHARD VALLEY REGIONAL HEALTH CENTER,FINDLAY,Ohio,Hancock,4.0
AVERA SACRED HEART HOSPITAL,YANKTON,South Dakota,Yankton,5.0
JOHN F KENNEDY MEMORIAL HOSPITAL,INDIO,California,Riverside,3.0
ST LUKE'S HOSPITAL AT THE VINTAGE,HOUSTON,Texas,Harris,3.0
PALOMAR HEALTH DOWNTOWN CAMPUS,ESCONDIDO,California,San diego,4.0
ATMORE COMMUNITY HOSPITAL,ATMORE,Alabama,Escambia,3.0
ARNOT OGDEN MEDICAL CENTER,ELMIRA,New York,Chemung,2.0
COLUMBIA MEMORIAL HOSPITAL,ASTORIA,Oregon,Clatsop,3.0
SOUTH TEXAS HEALTH SYSTEM,EDINBURG,Texas,Hidalgo,4.0
SAN ANGELO COMMUNITY MEDICAL CENTER,SAN ANGELO,Texas,Tom green,4.0
PROV SACRED HRT MED CTR & CHILDS HOSP.,SPOKANE,Washington,Spokane,4.0
GROVE CITY MEDICAL CENTER,GROVE CITY,Pennsylvania,Mercer,3.0
ASPIRUS RIVERVIEW HOSPITAL & CLINICS INC,WISCONSIN RAPIDS,Wisconsin,Wood,3.0
ST MARY MEDICAL CENTER,APPLE VALLEY,California,San bernardino,1.0
MUSC HEALTH LANCASTER MEDICAL CENTER,LANCASTER,South Carolina,Lancaster,2.0
PRESENCE MERCY MEDICAL CENTER,AURORA,Illinois,Kane,4.0
VAN DIEST MEDICAL CENTER,WEBSTER CITY,Iowa,Hamilton,4.0
ASTRIA SUNNYSIDE HOSPITAL,SUNNYSIDE,Washington,Yakima,2.0
ST LUKE'S HOSPITAL - ANDERSON CAMPUS,EASTON,Pennsylvania,Northampton,5.0
"MERCY HOSPITAL ARDMORE, INC",ARDMORE,Oklahoma,Carter,4.0
NORTH MISSISSIPPI MEDICAL CENTER-GILMORE AMORY,AMORY,Mississippi,Monroe,3.0
PROVIDENCE MILWAUKIE HOSPITAL,MILWAUKIE,Oregon,Clackamas,4.0
INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL,BEDFORD,Indiana,Lawrence,3.0
ST LOUIS UNIVERSITY HOSPITAL,SAINT LOUIS,Missouri,St. louis city,1.0
LIBERTY REGIONAL MEDICAL CENTER,HINESVILLE,Georgia,Liberty,3.0
BAPTIST MEDICAL CENTER  BEACHES,JACKSONVILLE BEACH,Florida,Duval,5.0
SUTTER COAST HOSPITAL,CRESCENT CITY,California,Del norte,3.0
PEMBINA COUNTY MEMORIAL HOSPITAL,CAVALIER,North Dakota,Pembina,3.0
WABASH GENERAL HOSPITAL 1,MOUNT CARMEL,Illinois,Wabash,5.0
SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,BRUNSWICK,Georgia,Glynn,2.0
CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,LAS VEGAS,Nevada,Clark,2.0
ADVENTIST LA GRANGE MEMORIAL HOSPITAL,LA GRANGE,Illinois,Cook,5.0
ALAMEDA HOSPITAL,ALAMEDA,California,Alameda,2.0
KONA COMMUNITY HOSPITAL,KEALAKEKUA,Hawaii,Hawaii,3.0
CHI HEALTH ST. MARY'S,NEBRASKA CITY,Nebraska,Otoe,3.0
BRONSON LAKEVIEW HOSPITAL,PAW PAW,Michigan,Van buren,4.0
BARNES-JEWISH WEST COUNTY HOSPITAL,CREVE COEUR,Missouri,St. louis,4.0
ST JOSEPH'S HOSPITAL HEALTH CENTER,SYRACUSE,New York,Onondaga,3.0
CODY REGIONAL HEALTH,CODY,Wyoming,Park,3.0
SAINT JOSEPH MOUNT STERLING,MOUNT STERLING,Kentucky,Montgomery,3.0
INOVA ALEXANDRIA HOSPITAL,ALEXANDRIA,Virginia,Alexandria city,5.0
VIRTUA WEST JERSEY HOSPITALS,VOORHEES,New Jersey,Camden,4.0
MEDSTAR WASHINGTON HOSPITAL CENTER,WASHINGTON,District of Columbia,The district,1.0
GRACE MEDICAL CENTER,LUBBOCK,Texas,Lubbock,3.0
ALLIANCEHEALTH SEMINOLE,SEMINOLE,Oklahoma,Seminole,4.0
SIGNATURE HEALTHCARE BROCKTON HOSPITAL,BROCKTON,Massachusetts,Plymouth,4.0
RAULERSON HOSPITAL,OKEECHOBEE,Florida,Okeechobee,2.0
BOZEMAN HEALTH DEACONESS HOSPITAL,BOZEMAN,Montana,Gallatin,4.0
PORTER REGIONAL HOSPITAL,VALPARAISO,Indiana,Porter,4.0
"HENRY COUNTY HOSPITAL, INC",NAPOLEON,Ohio,Henry,4.0
UNION MEDICAL CENTER,UNION,South Carolina,Union,4.0
OCHSNER MEDICAL CENTER-HANCOCK,BAY SAINT LOUIS,Mississippi,Hancock,4.0
BUCHANAN GENERAL HOSPITAL,GRUNDY,Virginia,Buchanan,4.0
KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHE,ANAHEIM,California,Orange,4.0
WELLSTAR KENNESTONE HOSPITAL,MARIETTA,Georgia,Cobb,3.0
OUR LADY OF THE ANGELS HOSPITAL,BOGALUSA,Louisiana,Washington,2.0
UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,AURORA,Colorado,Adams,4.0
GOOD SAMARITAN MEDICAL CENTER LLC,LAFAYETTE,Colorado,Boulder,4.0
ST JOSEPH MERCY HOSPITAL,ANN ARBOR,Michigan,Washtenaw,4.0
SSM HEALTH ST MARY'S HOSPITAL JEFFERSON CITY,JEFFERSON CITY,Missouri,Cole,4.0
SHORE MEDICAL CENTER,SOMERS POINT,New Jersey,Atlantic,2.0
UNION HOSPITAL,DOVER,Ohio,Tuscarawas,5.0
RIPON MEDICAL CENTER,RIPON,Wisconsin,Fond du lac,4.0
SALEM HOSPITAL,SALEM,Oregon,Marion,3.0
WESTFIELDS HOSPITAL AND CLINIC,NEW RICHMOND,Wisconsin,St. croix,5.0
BRANDON REGIONAL HOSPITAL,BRANDON,Florida,Hillsborough,2.0
SOUTH TEXAS SURGICAL HOSPITAL,CORPUS CHRISTI,Texas,Nueces,5.0
SABINE MEDICAL CENTER,MANY,Louisiana,Sabine,3.0
INGALLS MEMORIAL HOSPITAL,HARVEY,Illinois,Cook,2.0
ST LUKES HOSPITAL,CEDAR RAPIDS,Iowa,Linn,4.0
DIVINE SAVIOR HEALTHCARE,PORTAGE,Wisconsin,Columbia,2.0
GRIFFIN HOSPITAL,DERBY,Connecticut,New haven,3.0
DELTA MEMORIAL HOSPITAL,DUMAS,Arkansas,Desha,2.0
BAPTIST MEMORIAL HOSPITAL UNION CITY,UNION CITY,Tennessee,Obion,4.0
FLAGLER HOSPITAL,SAINT AUGUSTINE,Florida,St. johns,4.0
SAINT LUKE'S CUSHING HOSPITAL,LEAVENWORTH,Kansas,Leavenworth,4.0
SANFORD MEDICAL CENTER THIEF RIVER FALLS,THIEF RIVER FALLS,Minnesota,Pennington,3.0
MEMORIAL HOSPITAL JACKSONVILLE,JACKSONVILLE,Florida,Duval,2.0
DOMINICAN HOSPITAL,SANTA CRUZ,California,Santa cruz,4.0
DODGE COUNTY HOSPITAL,EASTMAN,Georgia,Dodge,3.0
CARROLL COUNTY MEMORIAL HOSPITAL,CARROLLTON,Kentucky,Carroll,4.0
WASHINGTON HOSPITAL,FREMONT,California,Alameda,3.0
TAHOE FOREST HOSPITAL,TRUCKEE,California,Nevada,4.0
MIDMICHIGAN MEDICAL CENTER-MIDLAND,MIDLAND,Michigan,Midland,2.0
HALIFAX HEALTH MEDICAL CENTER,DAYTONA BEACH,Florida,Volusia,1.0
THE HOSPITALS OF PROVIDENCE - EAST CAMPUS,EL PASO,Texas,El paso,3.0
BROOKDALE HOSPITAL MEDICAL CENTER,BROOKLYN,New York,Kings,1.0
HEYWOOD HOSPITAL -,GARDNER,Massachusetts,Worcester,3.0
PENOBSCOT BAY MEDICAL CENTER,ROCKPORT,Maine,Knox,4.0
SENTARA NORFOLK GENERAL HOSPITAL,NORFOLK,Virginia,Norfolk city,3.0
ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,SILVER SPRING,Maryland,Montgomery,3.0
UNC ROCKINGHAM,EDEN,North Carolina,Rockingham,2.0
METHODIST MEDICAL CENTER OF ILLINOIS,PEORIA,Illinois,Peoria,4.0
SAINT LUKE'S EAST  HOSPITAL,LEES SUMMIT,Missouri,Jackson,4.0
EMANATE HEALTH INTER-COMMUNITY HOSPITAL,COVINA,California,Los angeles,2.0
RIVER FALLS AREA HOSPITAL,RIVER FALLS,Wisconsin,Pierce,4.0
ROGER WILLIAMS MEDICAL CENTER,PROVIDENCE,Rhode Island,Providence,3.0
"COMMUNITY MEMORIAL HEALTHCARE, INC.",MARYSVILLE,Kansas,Marshall,5.0
WEST JEFFERSON MEDICAL CENTER,MARRERO,Louisiana,Jefferson,2.0
WELLSTAR NORTH FULTON HOSPITAL,ROSWELL,Georgia,Fulton,2.0
INDIANA REGIONAL MEDICAL CENTER,INDIANA,Pennsylvania,Indiana,3.0
MORRISTOWN MEDICAL CENTER,MORRISTOWN,New Jersey,Morris,5.0
REPUBLIC COUNTY HOSPITAL,BELLEVILLE,Kansas,Republic,2.0
PRESENCE SAINT JOSEPH MEDICAL CENTER,JOLIET,Illinois,Will,3.0
MAYO CLINIC HEALTH SYSTEM IN RED WING,RED WING,Minnesota,Goodhue,4.0
ATRIUM MEDICAL CENTER,FRANKLIN,Ohio,Warren,4.0
MT SINAI HOSPITAL MEDICAL CENTER,CHICAGO,Illinois,Cook,1.0
MONTCLAIR HOSPITAL MEDICAL CENTER,MONTCLAIR,California,San bernardino,3.0
INTEGRIS BASS BAPTIST HEALTH CENTER,ENID,Oklahoma,Garfield,4.0
MERCY MEDICAL CENTER REDDING,REDDING,California,Shasta,1.0
ASCENSION ST CLARES HOSPITAL,WESTON,Wisconsin,Marathon,3.0
SAINT PETER'S UNIVERSITY HOSPITAL,NEW BRUNSWICK,New Jersey,Middlesex,2.0
ST VINCENT FISHERS HOSPITAL INC,FISHERS,Indiana,Hamilton,4.0
JAY HOSPITAL,JAY,Florida,Santa rosa,3.0
JORDAN VALLEY MEDICAL CENTER,WEST JORDAN,Utah,Salt lake,2.0
MERIT HEALTH WESLEY,HATTIESBURG,Mississippi,Lamar,2.0
GRANDVIEW AND SOUTHVIEW HOSPITALS,DAYTON,Ohio,Montgomery,5.0
BAY PARK COMMUNITY HOSPITAL,OREGON,Ohio,Lucas,3.0
